longitude,latitude,aut
15.02388889,49.82083333,0.174379006
15.025,49.82083333,0.174379006
15.02527778,49.82083333,0.174379006
15.02583333,49.82083333,0.174379006
15.15583333,49.82083333,0.165874004
15.15611111,49.82083333,0.165874004
15.18694444,49.82083333,0.165874004
15.1875,49.82083333,0.165874004
15.18833333,49.82083333,0.165874004
15.18888889,49.82083333,0.165874004
15.19305556,49.82083333,0.165874004
15.19333333,49.82083333,0.165874004
15.20055556,49.82083333,0.165874004
15.2125,49.82083333,0.249339998
15.21277778,49.82083333,0.249339998
15.21305556,49.82083333,0.249339998
15.21333333,49.82083333,0.249339998
15.21361111,49.82083333,0.249339998
15.23388889,49.82083333,0.138984993
15.23416667,49.82083333,0.138984993
15.23444444,49.82083333,0.138984993
15.23472222,49.82083333,0.138984993
15.23527778,49.82083333,0.138984993
15.23583333,49.82083333,0.138984993
15.23611111,49.82083333,0.138984993
15.24055556,49.82083333,0.138984993
15.24111111,49.82083333,0.138984993
15.24555556,49.82083333,0.187792003
15.24583333,49.82083333,0.187792003
15.24611111,49.82083333,0.187792003
15.24666667,49.82083333,0.187792003
15.2475,49.82083333,0.187792003
15.24777778,49.82083333,0.187792003
15.26027778,49.82083333,0.187792003
15.26055556,49.82083333,0.187792003
15.31888889,49.82083333,0.185196996
15.31916667,49.82083333,0.185196996
15.31944444,49.82083333,0.185196996
15.31972222,49.82083333,0.185196996
15.47361111,49.82083333,0.300507009
15.47444444,49.82083333,0.300507009
15.47527778,49.82083333,0.300507009
15.47972222,49.82083333,0.300507009
15.48361111,49.82083333,0.300507009
15.48444444,49.82083333,0.300507009
15.59611111,49.82083333,0.183630005
15.59638889,49.82083333,0.183630005
15.61527778,49.82083333,0.183630005
15.61555556,49.82083333,0.183630005
15.61583333,49.82083333,0.183630005
15.65083333,49.82083333,0.214618996
15.65388889,49.82083333,0.214618996
15.65416667,49.82083333,0.214618996
15.65444444,49.82083333,0.214618996
15.65472222,49.82083333,0.214618996
15.65694444,49.82083333,0.214618996
15.65722222,49.82083333,0.214618996
15.6575,49.82083333,0.214618996
15.65777778,49.82083333,0.214618996
15.65805556,49.82083333,0.214618996
15.65833333,49.82083333,0.214618996
15.65861111,49.82083333,0.214618996
15.66027778,49.82083333,0.214618996
15.69416667,49.82083333,0.214618996
15.69472222,49.82083333,0.214618996
15.695,49.82083333,0.214618996
15.74361111,49.82083333,0.197398007
15.74388889,49.82083333,0.197398007
15.74416667,49.82083333,0.197398007
15.74444444,49.82083333,0.197398007
15.74555556,49.82083333,0.197398007
15.74583333,49.82083333,0.197398007
15.74611111,49.82083333,0.197398007
15.74638889,49.82083333,0.197398007
15.74694444,49.82083333,0.197398007
15.74722222,49.82083333,0.197398007
15.7625,49.82083333,0.124488004
15.76333333,49.82083333,0.124488004
15.76361111,49.82083333,0.124488004
15.76388889,49.82083333,0.124488004
15.76444444,49.82083333,0.124488004
15.76472222,49.82083333,0.124488004
15.765,49.82083333,0.124488004
15.76527778,49.82083333,0.124488004
15.76555556,49.82083333,0.124488004
15.76583333,49.82083333,0.124488004
15.84111111,49.82083333,0.221597999
15.98305556,49.82083333,0.526345015
15.98333333,49.82083333,0.526345015
15.98444444,49.82083333,0.526345015
15.98555556,49.82083333,0.526345015
15.98583333,49.82083333,0.526345015
16.035,49.82083333,0.526345015
16.05972222,49.82083333,0.333249986
16.06027778,49.82083333,0.333249986
16.06138889,49.82083333,0.333249986
16.06194444,49.82083333,0.333249986
16.06222222,49.82083333,0.333249986
16.0625,49.82083333,0.244433001
16.06444444,49.82083333,0.244433001
16.06472222,49.82083333,0.244433001
16.065,49.82083333,0.244433001
16.06527778,49.82083333,0.244433001
16.12805556,49.82083333,0.167579994
16.12888889,49.82083333,0.167579994
16.13111111,49.82083333,0.167579994
16.13138889,49.82083333,0.167579994
16.13194444,49.82083333,0.167579994
16.24944444,49.82083333,0.322257996
16.24972222,49.82083333,0.322257996
16.25,49.82083333,0.644515991
16.25083333,49.82083333,0.322257996
16.25111111,49.82083333,0.644515991
16.25916667,49.82083333,0.322257996
16.25944444,49.82083333,0.644515991
16.26055556,49.82083333,0.644515991
16.26111111,49.82083333,0.322257996
16.26166667,49.82083333,0.644515991
16.26222222,49.82083333,0.322257996
16.2625,49.82083333,0.322257996
16.26277778,49.82083333,0.322257996
16.29388889,49.82083333,0.546406984
16.29416667,49.82083333,0.546406984
16.29444444,49.82083333,1.092813969
16.29666667,49.82083333,0.546406984
16.2975,49.82083333,0.546406984
16.34305556,49.82083333,0.180041
16.34361111,49.82083333,0.180041
16.34416667,49.82083333,0.360082
16.34527778,49.82083333,0.180041
16.49416667,49.82083333,0.263502002
16.49444444,49.82083333,0.263502002
16.49472222,49.82083333,0.527004004
16.49527778,49.82083333,0.263502002
16.49555556,49.82083333,0.263502002
16.49638889,49.82083333,0.263502002
16.49666667,49.82083333,0.263502002
16.49777778,49.82083333,0.527004004
16.49833333,49.82083333,0.263502002
16.49888889,49.82083333,0.263502002
16.58833333,49.82083333,0.250663012
16.58944444,49.82083333,0.250663012
16.58972222,49.82083333,0.250663012
16.59,49.82083333,0.250663012
16.59305556,49.82083333,0.250663012
16.69583333,49.82083333,0.209243998
16.69638889,49.82083333,0.209243998
16.70027778,49.82083333,0.209243998
16.70083333,49.82083333,0.209243998
16.70111111,49.82083333,0.209243998
16.70166667,49.82083333,0.209243998
16.70194444,49.82083333,0.209243998
