longitude,latitude,aut
15.91666667,47.78416667,0.033948999
15.95861111,47.78416667,0.009158
15.95972222,47.78416667,0.009158
15.96,47.78416667,0.009158
15.96027778,47.78416667,0.009158
15.96055556,47.78416667,0.009158
15.96083333,47.78416667,0.009158
15.99,47.78416667,0.009158
15.94777778,47.78416667,0.034104999
15.94888889,47.78416667,0.034104999
15.94916667,47.78416667,0.034104999
15.94944444,47.78416667,0.034104999
15.94972222,47.78416667,0.034104999
15.96055556,47.78416667,0.034104999
15.97638889,47.78416667,0.011285
15.97666667,47.78416667,0.011285
15.97722222,47.78416667,0.011285
15.9775,47.78416667,0.011285
15.97777778,47.78416667,0.011285
15.97861111,47.78416667,0.011285
15.97916667,47.78416667,0.011285
15.90277778,47.78416667,0.016665
15.90305556,47.78416667,0.016665
15.90333333,47.78416667,0.016665
15.90361111,47.78416667,0.016665
15.90388889,47.78416667,0.016665
15.90416667,47.78416667,0.016665
15.96694444,47.78416667,0.046353001
15.96722222,47.78416667,0.046353001
15.9675,47.78416667,0.046353001
15.96777778,47.78416667,0.046353001
15.90055556,47.78416667,0.02995
15.90277778,47.78416667,0.02995
15.95416667,47.78416667,0.066665001
15.95444444,47.78416667,0.066665001
15.98388889,47.78416667,0.04699
15.98416667,47.78416667,0.04699
15.98444444,47.78416667,0.04699
15.98472222,47.78416667,0.04699
15.92583333,47.78416667,0.043873999
15.92611111,47.78416667,0.043873999
15.9275,47.78416667,0.043873999
15.92777778,47.78416667,0.043873999
15.92805556,47.78416667,0.043873999
15.92833333,47.78416667,0.043873999
15.92888889,47.78416667,0.043873999
15.92916667,47.78416667,0.043873999
15.96194444,47.78416667,0.043873999
15.96222222,47.78416667,0.043873999
15.96277778,47.78416667,0.043873999
15.96305556,47.78416667,0.043873999
15.95944444,47.78416667,0.018192001
15.96027778,47.78416667,0.018192001
15.96055556,47.78416667,0.018192001
15.96305556,47.78416667,0.018192001
15.96333333,47.78416667,0.018192001
15.96416667,47.78416667,0.018192001
15.96472222,47.78416667,0.018192001
15.96555556,47.78416667,0.018192001
15.96583333,47.78416667,0.018192001
15.935,47.78416667,0.022155
15.98277778,47.78416667,0.050742999
15.98361111,47.78416667,0.050742999
15.98527778,47.78416667,0.050742999
15.98638889,47.78416667,0.050742999
15.90472222,47.78416667,0.050742999
15.90944444,47.78416667,0.050742999
15.90972222,47.78416667,0.050742999
15.91222222,47.78416667,0.050742999
15.9125,47.78416667,0.050742999
15.91277778,47.78416667,0.050742999
15.91305556,47.78416667,0.050742999
15.91361111,47.78416667,0.050742999
15.91388889,47.78416667,0.050742999
15.91472222,47.78416667,0.050742999
15.91916667,47.78416667,0.050742999
15.91944444,47.78416667,0.050742999
15.94805556,47.78416667,0.050742999
15.94861111,47.78416667,0.050742999
15.96583333,47.78416667,0.037473001
15.96611111,47.78416667,0.037473001
15.97416667,47.78416667,0.135813996
15.97638889,47.78416667,0.135813996
15.97666667,47.78416667,0.135813996
15.97694444,47.78416667,0.135813996
15.92111111,47.78416667,0.042396002
15.92138889,47.78416667,0.042396002
15.92194444,47.78416667,0.042396002
15.9225,47.78416667,0.042396002
15.97527778,47.78416667,0.104039997
15.97638889,47.78416667,0.104039997
15.97666667,47.78416667,0.104039997
15.97694444,47.78416667,0.104039997
15.97722222,47.78416667,0.104039997
15.95833333,47.78388889,0.009158
15.95861111,47.78388889,0.009158
15.95888889,47.78388889,0.009158
15.95916667,47.78388889,0.009158
15.95944444,47.78388889,0.009158
15.95972222,47.78388889,0.009158
15.96,47.78388889,0.009158
